;sentence1_DE;sentence2_DE;gold_label;sentence1;sentence2
1374;Auftragnehmer, deren Einrichtungen zu erhöhter Blitzschlaggefahr führen, müssen vorbeugende Blitzschutzmaßnahmen durchführen.;AN, deren Einrichtungen zu erhöhter Blitzschlaggefahr führen, haben vorbeugende Blitzschutzmaßnahmen durchzuführen.;neutral;Contractors whose facilities pose an increased risk of lightning strikes must implement preventive lightning protection measures.;AN, whose facilities lead to an increased risk of lightning strikes, must implement preventive lightning protection measures.
1375;Werden durch unsere Fachabteilung bestimmte Stoffe vorgeschrieben, so dürfen nur diese verwendet werden.;Werden durch den Auftraggeber bestimmte Stoffe vorgeschrieben, so dürfen nur diese verwendet werden.;different context;If certain substances are prescribed by our specialist department, only these may be used.;If certain materials are specified by the client, only these may be used.
1376;Abweichungen von unseren Handlungsleitlinien, die das Sicherheitsniveau senken, sind nur in Abstimmung mit den zuständigen Stellen (siehe Anhang, Ziff. 13) und nur zeitlich begrenzt zulässig.;Abweichungen von unseren Handlungsleitlinien, die das Sicherheitsniveau senken, sind nur temporär und nach Rücksprache mit den zuständigen Stellen (siehe Anhang B. 5.4) und dem Auftraggeber zulässig.;inconsistent;Deviations from our guidelines that reduce the level of safety are only permitted in consultation with the responsible bodies (see appendix, point 13) and only for a limited period of time.;Deviations from our guidelines that reduce the level of safety are only permitted on a temporary basis and after consultation with the responsible bodies (see Appendix B. 5.4) and the client.
1377;Wir bekennen uns dazu, mit der Arbeitnehmervertretung offen und vertrauensvoll zusammenzuarbeiten, einen konstruktiven und kooperativen Dialog zu führen und einen fairen Ausgleich der Interessen anzustreben.;Wir bekennen uns dazu, mit der Arbeitnehmervertretung offen und ver trauensvoll zusammenzuarbeiten, einen konstruktiven und kooperativen Dialog zu führen und einen fairen Ausgleich der Interessen anzustreben.;neutral;We are committed to working together with employee representatives in an open and trusting manner, engaging in constructive and cooperative dialog and striving for a fair balance of interests.;We are committed to working openly and trustingly with employee representatives, engaging in constructive and cooperative dialogue, and striving to achieve a fair balance of interests.
1378;Wir behandeln alle Mitarbeiter gleich, ungeachtet des Geschlechts, des Alters, der Hautfarbe, Kultur, der ethnischen Herkunft, der sexuellen Identität, einer Behinderung, der Religionszugehörigkeit oder Weltanschauung.;Wir behandeln alle Mitarbeiterinnen und Mitarbeiter gleich, ungeachtet des Geschlechts, des Alters, der Hautfarbe, Kultur, der ethnischen Herkunft, der sexuellen Identität, einer Behinderung, der Religionszugehörigkeit oder Weltanschauung.;neutral;We treat all employees equally, regardless of gender, age, skin color, culture, ethnic origin, sexual identity, disability, religious affiliation or ideology.;We treat all employees equally, regardless of gender, age, skin color, culture, ethnic origin, sexual identity, disability, religious affiliation, or worldview.
1379;Der Änderungswunsch ist durch den Lieferanten schriftlich unter der Verwendung des Formulars Produktänderungsmitteilung / Product Change Notification (PCN) unbedingt vor der Umsetzung, anzufragen.;Der Änderungswunsch ist durch den Lieferanten schriftlich, unter der Verwendung des Formulars Produktänderungsmitteilung / Product Change Notification (PCN) (Link) im Downloadcenter oder vorzugsweise im Lieferantenportal Mustermann AG unter dem Punkt PCN im Menü Sonderfreigaben, unbedingt vor der Umsetzung anzufragen.;neutral;The change request must be submitted by the supplier in writing using the Product Change Notification (PCN) form before implementation.;The change request must be submitted by the supplier in writing using the Product Change Notification (PCN) form (link) in the download center or preferably in the Mustermann AG supplier portal under the PCN item in the Special Approvals menu before implementation.
1380;Sollte es Zweifel an der Seriosität eines Geschäftspartners geben, muss eine sorgfältige Überprüfung (Due Diligence) des Geschäftspartners durchgeführt werden.;Sollten Zweifel an der Seriosität eines Geschäftspartners entstehen, muss eine sorgfältige Überprüfung (Due Diligence) des Geschäftspartners durchgeführt werden.;neutral;If there are any doubts about the seriousness of a business partner, a careful due diligence of the business partner must be carried out.;If doubts arise about the reliability of a business partner, a careful due diligence of the business partner must be carried out.
1381;Wir lehnen jede Form von Zwangsarbeit ab.;Wir lehnen jegliche Form von Zwangsarbeit strikt ab.;neutral;We reject all forms of forced labor.;We strictly reject any form of forced labor.
1382;Ansprüche des AN wegen mangelhafter Erstellung und Verkehrssicherung des Gerüsts bestehen ausschließlich gegen den Gerüstersteller, mit welchem er den Vertrag über die Gebrauchsgewährung abgeschlossen hat.;Ansprüche des AUFTRAGNEHMER wegen mangelhafter Erstellung und Verkehrssicherung des Gerüsts bestehen ausschließlich gegen den Gerüstersteller, mit welchem er den Vertrag über die Gebrauchsgewährung abgeschlossen hat.;neutral;Claims of the contractor due to defective erection and traffic safety of the scaffolding shall exist exclusively against the scaffolding erector with whom he has concluded the contract on the granting of use.;Claims of the CONTRACTOR due to defective erection and traffic safety of the scaffolding shall exist exclusively against the scaffolding erector with whom he has concluded the contract on the granting of use.
1383;Vergibt der Lieferant Aufträge an Unterauftragnehmer, so müssen die Inhalte dieser Richtlinie auch durch diese erfüllt werden.;Vergibt der Lieferant Aufträge an Unterauftragnehmer, müssen die Forderungen dieser Richtlinie auch durch diese erfüllt werden.;neutral;If the supplier awards contracts to subcontractors, the contents of this guideline must also be fulfilled by them.;If the supplier awards contracts to subcontractors, the requirements of this guideline must also be fulfilled by them.
1384;Die Anmeldung im Betrieb geschieht durch die Hinterlegung der Meldekarte (für Kontraktoren gekennzeichnet mit einem roten „ K “) an der Meldetafel und Meldung beim zuständigen Betriebsmitarbeiter.;Die Anmeldung im Betrieb geschieht durch die Hinterlegung der Meldekarte an der Meldetafel und Meldung beim zuständigen Betriebsmitarbeiter.;neutral;"Registration at the company is done by depositing the registration card (marked with a red ""K"" for contractors) on the registration board and reporting to the responsible company employee.";Registration at the company is done by depositing the registration card on the registration board and reporting to the responsible company employee.
1385;Personenbezogene Daten müssen in Übereinstimmung mit den geltenden Gesetzen erfasst, aufbewahrt und eingesetzt werden.;Personenbezogene Daten müssen auf rechtmäßige Weise erhoben und verarbeitet werden.;inconsistent;Personal data must be collected, stored and used in accordance with the applicable laws.;Personal data must be collected and processed in a lawful manner.
1386;Die Mustermann AG behält sich das Recht vor, die gesamte beanstandete Lieferung an den Lieferanten zurückzusenden.;Mustermann AG behält sich das Recht vor, ein Qualitätsaudit beim Lieferanten vor Ort vornehmen zu können.;different context;Mustermann AG reserves the right to return the entire rejected delivery to the supplier.;Mustermann AG reserves the right to carry out a quality audit at the supplier's premises.
1387;Stehen verschiedene Werkzeuge / Betriebsmittel zur Auswahl, dann ist das effizientere Gerät einzusetzen.;Stehen unterschiedliche Werkzeuge / Betriebsmittel zur Auswahl, ist das effizientere Gerät einzusetzen.;neutral;If there is a choice of different tools/equipment, the more efficient device should be used.;If different tools / equipment are available, the more efficient device should be used.
1388;Die Prototypen sind solche Teile, die normalerweise nicht aus Serienwerkzeugen gefertigt werden.;Prototypen sind Teile, die in der Regel nicht aus Serienwerkzeugen hergestellt werden.;neutral;Prototypes are parts that are not normally manufactured from series tools.;Prototypes are parts that are not usually manufactured from series tools.
1389;Der Lieferant ist verpflichtet, diese Maßnahmen umzusetzen, soweit diese Maßnahmen und deren Umsetzung zumutbar sind.;Der Lieferant ist verpflichtet, diese Maßnahmen umzusetzen, soweit ihm diese Maßnahmen und deren Umsetzung zumutbar sind.;neutral;The supplier is obliged to implement these measures insofar as these measures and their implementation are reasonable.;The supplier is obliged to implement these measures, provided that these measures and their implementation are reasonable for him.
1390;WebEDI (derzeit Supply On): Bei WebEDI erfolgt der Informationsaustausch zwischen LIEFERANT- und Kunde über eine Internetplattform.;WebEDI (Supply On): Bei WebEDI erfolgt der Informationsaustausch zwischen Lieferant- und Kunde über eine Internetplattform.;neutral;WebEDI (currently Supply On): With WebEDI, information is exchanged between SUPPLIER and customer via an Internet platform.;WebEDI (Supply On): With WebEDI, information is exchanged between supplier and customer via an Internet platform.
