;sentence1;sentence2;gold_label
1044;Treten im Betrieb der Anlage Bedingungen auf, durch die ein sicheres Arbeiten an der Arbeitsstelle nicht mehr gewährleistet ist, z. B. Isolatorenbruch, Sturm, Regen, Gewitter, Dunkelheit, so hat der Anlagenverantwortliche unverzüglich die erforderlichen Maßnahmen zur Einstellung der Arbeiten zu veranlassen.;Treten im Betrieb der Anlage Bedingungen auf, durch die eine sichere Durchführung der Arbeiten an der Arbeitsstelle nicht mehr gewährleistet ist, so hat der Anlagenverantwortliche unverzüglich die erforderlichen Maßnahmen zur Einstellung der Arbeiten zu veranlassen.;neutral
1045;Sollten sie zur Durchführung der vereinbarten Leistungen dennoch benötigt werden, so ist von der Partnerfirma und deren Subunternehmen die Gestellung bei dem Fertigungsingenieur / Koordinator zu beantragen.;Sollten projektspezifische Arbeitsanweisungen nicht bestehen, jedoch besondere für die jeweilige Arbeit erforderlich sein, so sind diese durch die Partnerfirmen zu erstellen und mit dem Fertigungsingenieur / Koordinator abzusprechen.;not_related
1046;Im Einzelfall kann mit dem entsprechenden Mustermann AG Ansprechpartner für das PPF-Verfahren eine andere Vorgehensweise abgestimmt werden.;Eine alternative Vorgehensweise für das PPF-Verfahren kann im Einzelfall mit dem Mustermann AG Ansprechpartner abgestimmt werden.;neutral
1047;Prinzipiell sollten die MDB zum frühestmöglichen Zeitpunkt an die Mustermann AG versendet werden, um Verzögerungen / Störungen in den Prozessen zu vermeiden.;MDB sollten stets zum frühestmöglichen Zeitpunkt an die Mustermann AG versendet werden, um Verzögerungen und/oder Störungen in den Prozessen zu vermeiden.;neutral
1048;Sie sind verpflichtet, über alle Betriebs- und Geschäftsgeheimnisse sowohl während der Dauer Ihrer Tätigkeit als auch nach der Beendigung Stillschweigen zu bewahren.;Generell haben Mitarbeiter über alle Betriebs- und Geschäftsgeheimnisse sowohl während der Dauer des Arbeitsverhältnisses als auch nach dessen Beendigung Stillschweigen zu bewahren.;neutral
1049;Der Frachtführer hat für die betriebssichere Verladung zu sorgen.;Für die betriebssichere Verladung hat der Frachtführer zu sorgen.;neutral
1050;Faire Arbeitsbedingungen: Die Firmengruppe achtet das Recht auf Koalitionsfreiheit ihrer Mitarbeiter im Rahmen der jeweils geltenden Rechte und Gesetze.;Faire Arbeitsbedingungen: Das signierende / beitretende Unternehmen achtet das Recht auf Koalitionsfreiheit ihrer Mitarbeiter im Rahmen der jeweils geltenden Rechte und Gesetze.;not_related
1051;In jedem Fall hat der Lieferant durch die Verwendung einer entsprechenden Verpackung und durch Ladeeinheitensicherung dafür Sorge zu tragen, dass die Ware in ordnungsgemäßem Zustand ihr Ziel erreicht.;In jedem Fall hat der LIEFERANT durch die Verwendung der freigegebenen Verpackung und durch Ladeeinheitensicherung dafür Sorge zu tragen, dass die Ware in ordnungsgemäßem Zustand ihr Ziel erreicht.;inconsistent
1052;Hat der Auftragnehmer die Kündigungsgründe zu vertreten, hat die Mustermann AG nur die bis dahin vertragsgemäß erbrachten, in sich abgeschlossenen und nachgewiesenen Leistungen zu vergüten, sofern diese für die Mustermann AG verwertbar sind.;Hat der Auftragnehmer die Kündigungsgründe nicht zu vertreten, ersetzt die Mustermann AG dem Auftragnehmer die ihm bis zur Vertragsbeendigung nachweislich entstandenen und unmittelbar aus dem Auftrag resultierenden Ausgaben, einschließlich der Kosten, die aus nicht lösbaren Verbindlichkeiten resultieren.;not_related
1053;Interessenkonflikte können in Situationen auftreten, in denen die Interessen einer Partei denen einer anderen Partei entgegenstehen (oder diesen Anschein erwecken).;Interessenkonflikte können dann auftreten, wenn die Interessen einer Partei mit denen einer anderen Partei kollidieren (oder zu kollidieren scheinen ), sodass die Fähigkeit zu fairem und ethischem Handeln gefährdet ist.;neutral
1054;Spenden erfolgen von uns oder unseren Geschäftspartnern nur auf freiwilliger Basis und ohne Erwartung einer Gegenleistung.;Spenden erfolgen vom AN nur auf freiwilliger Basis und ohne Erwartung einer Gegenleistung.;not_related
1055;Bei einer bestimmungsgemäßen Verwendung des Flurförderzeugs ist die Standsicherheit gewährleistet.;Bei einer bestimmungs- und ordnungsgemäßen Verwendung Ihres Flurförderzeugs ist die Standsicherheit gewährleistet.;inconsistent
1056;Im Zuge dieser Audits wird vom Lieferanten erwartet – nach vorheriger Ankündigung des Termins – allen entsprechenden Beauftragten der Mustermann AG und deren Kunden Zutritt zu Ihren Produktionsstandorten zu gewähren, bei Bedarf auch zu Ihren Unterlieferanten.;Im Zuge dieser Audits wird vom Lieferanten erwartet – nach vorheriger Ankündigung des Termins – allen Beauftragten von Mustermann AG und deren Kunden Zutritt zu Ihren Produktionsstandorten zu gewähren, bei Bedarf auch zu Ihren Unterlieferanten.;neutral
1057;Sind Arbeiten an oder in der Nähe stromführender Anlagen oder Einrichtungen (auch Kabelanlagen) durchzuführen, so muss in jedem Fall der Mustermann AG Koordinator informiert werden.;Sind Arbeiten an oder in der Nähe stromführender Anlagen oder Einrichtungen (auch Kabelanlagen) durchzuführen, so muss zuvor in jedem Falle der Auftragsverantwortliche des Auftraggebers informiert werden.;inconsistent
1058;Der Lieferant wird geeignete Prüf- und Messmittel einsetzen und die Einhaltung der zulässigen Toleranzen der Prüf- und Messmittel für Leistungsnachweise systematisch überprüfen (Kalibrierung).;Der Lieferant hat geeignete Prüf- u. Messmittel einzusetzen und die Einhaltung der zulässigen Toleranzen der Prüf- und Messmittel für Leistungsnachweise systematisch zu überprüfen (Kalibrierung).;neutral
1059;Beispiel 1: Es ist unzulässig, eine Flasche Wein an den Mitarbeiter oder Vertreter des Vertragspartners zu schicken, um die Auftragsvergabe positiv zu beeinflussen.;Es ist nicht gestatted, eine Flasche Wein an den Mitarbeiter oder Vertreter des Vertragspartners zu schicken, um die Auftragsvergabe positiv zu beeinflussen.;neutral
1060;Die Geschäftsleitungen der Tochtergesellschaften und die Leiter der Organisationseinheiten der Mustermann AG sind, soweit die Veröffentlichung im Extranet erfolgt ist, für die Bekanntgabe dieser Konzernrichtlinie bzw. ihrer Neufassung oder Änderung auf allen Mitarbeiterebenen ihrer Gesellschaft bzw. ihres Bereichs zuständig.;Die Geschäftsleitungen der Tochtergesellschaften und die Leiter der Organisationseinheiten der Mustermann AG sind, soweit die Veröffentlichung im Extranet und die Information an sie erfolgt ist, für die Bekanntgabe dieser Konzernrichtlinie bzw. ihrer Neufassung oder Änderung auf allen Mitarbeiterebenen ihrer Gesellschaft bzw. ihres Bereichs zuständig.;inconsistent
1061;Der LIEFERANT prüft den eingegangenen Auftrag auf Richtigkeit und Plausibilität (z. B. Lieferantenname, Sachnummer, Menge, Termin) und interne Auftragsverfolgung durch.;Der LIEFERANT prüft den eingegangenen Auftrag auf Vollständigkeit, Richtigkeit und Plausibilität (z. B. Lieferantenname, Sachnummer, Menge, Termin) und informiert die Mustermann AG unverzüglich bei Auffälligkeiten.;inconsistent
1062;Bei Prozessstörungen und Qualitätsabweichungen werden die Ursachen analysiert, Verbesserungsmaßnahmen eingeleitet und deren Wirksamkeit festgestellt.;Bei Prozessstörungen und Qualitätsabweichungen analysiert der Lieferant die Ursachen, leitet Verbesserungsmaßnahmen ein und überprüft ihre Wirksamkeit.;inconsistent
1063;Der Partner hat bis spätestens 9 Monate nach erfolgter Vergabe eine durchgängige Prozessbewertung mit Level 1 in allen Prozessen des VDA-Scope mittels Automotive SPICE ® Assessment nach ISO / IEC 330xx im vergebenen Projekt nachzuweisen.;Spätestens 18 Monate nach erfolgter Vergabe hat der Partner eine durchgängige Prozessbewertung mit Level 2 in allen Prozessen des VDA-Scope mittels Automotive SPICE ® Assessment nach ISO / IEC 330xx im vergebenen Projekt nachzuweisen.;not_related
1064;Reinigungsmittel, die gesundheitsschädigende Lösungsmittel enthalten, sind den Vorschriften entsprechend nur im Ausnahmefall zu verwenden.;Reinigungsmittel, die gesundheitsschädigende Lösungsmittel enthalten, dürfen nur im Ausnahmefall verwendet werden.;neutral
1065;Vorsicht: Um Hautverbrennungen zu vermeiden, keine heißen Flächen berühren.;Vorsicht: Um Hautverbrennungen zu vermeiden, keine heißen / kalten Flächen berühren.;inconsistent
1066;Personenbezogene Daten dürfen nur in Übereinstimmung mit den geltenden datenschutzrechtlichen Bestimmungen verarbeitet werden.;Personenbezogene Daten dürfen nur nach dem bei der Erhebung festgelegten Zweck verarbeitet werden.;not_related
1067;Sind Rückwärtsfahrten aus betrieblichen Gründen notwendig, so müssen diese gemäß § 9 Abs. 5, Vorschrift 70 „ Fahrzeuge “ so durchgeführt werden, dass eine Gefährdung von Menschen und Sachen ausgeschlossen ist.;Sind Rückwärtsfahrten aus betrieblichen Gründen notwendig, so müssen diese so durchgeführt werden, dass eine Gefährdung von Menschen und Sachen ausgeschlossen ist.;inconsistent
1068;Anliegen oder Beschwerden zu diskriminierendem Verhalten können von jedem Mitarbeitendem direkt an die betriebliche Beschwerdestelle für die allgemeine Gleichbehandlung in der Personalabteilung adressiert werden.;Anliegen oder Beschwerden zu diskriminierendem Verhalten können von jedem Beschäftigten direkt an die betriebliche Beschwerdestelle für die allgemeine Gleichbehandlung in der Personalabteilung adressiert werden.;neutral
1069;Zulieferer haben angemessene technische Mittel für die Konstruktion und Fertigung einzusetzen sowie eine vollständige maßliche Prüfung von Werkzeugen und Lehren durchzuführen.;Werkzeugkonstruktion und -fertigung: Die Zulieferer müssen angemessene technische Mittel für die Konstruktion und Fertigung einsetzen und eine vollständige maßliche Prüfung von Werkzeugen sowie Lehren durchführen.;neutral
1070;Das Verbot der Weitergabe von Insiderinformationen gilt so lange, bis die Informationen ihre Eigenschaft als Insiderinformationen verlieren, etwa weil sie nicht mehr kursrelevant sind oder öffentlich bekannt gegeben werden.;Das Verbot der Weitergabe von Insiderinformationen gilt so lange, bis die Informationen ihre Eigenschaft als Insiderinformationen verlieren.;neutral
1071;Über festgelegte, erforderliche PSA bzw. Arbeitskleidung haben sich die Partnerfirmen im Vorfeld ihrer Tätigkeitsaufnahme zu informieren, ihrem Personal die entsprechende PSA, gemäß den Anforderungen für den jeweiligen Standort, für die durchzuführenden Arbeiten zur Verfügung zu stellen und sie in ihrer Handhabung zu unterweisen (z. B. Atemschutz, PSA gegen Absturz, etc.).;Über festgelegte, erforderliche PSA bzw. Arbeitskleidung haben sich die Partnerfirmen im Vorfeld ihrer Tätigkeitsaufnahme zu informieren, ihrem Personal die entsprechende PSA, gemäß den Anforderungen für den jeweiligen Standort, für die durchzuführenden Arbeiten zur Verfügung zu stellen und zu unterweisen.;neutral
1072;Es muss darauf geachtet werden, dass insiderrelevantes Wissen unter Verschluss gehalten bzw. so abgesichert ist, dass Unbefugte keinen Zugang erhalten.;Es ist im Übrigen immer sicherzustellen, dass insiderrelevantes Wissen so unter Verschluss gehalten bzw. abgesichert ist, dass Unbefugte dazu keinen Zugang erhalten können.;neutral
1073;Proben sind zu beschriften und das Probenahmeprotokoll ist beizulegen.;Die Probe ist zu beschriften und das Probenahmeprotokoll ist beizulegen.;neutral
1074;Das signierende / beitretende Unternehmen gewährleistet Arbeitssicherheit und Gesundheitsschutz am Arbeitsplatz im Rahmen der nationalen Bestimmungen.;Das signierende bzw. beitretende Unternehmen gewährleistet Arbeitssicherheit und Gesundheitsschutz am Arbeitsplatz im Rahmen der nationalen Bestimmungen.;neutral
1075;Auf dem Gelände der Mustermann AG besteht absolutes Rauchverbot.;Auf dem Gelände und im Gebäude der Mustermann AG besteht absolutes Rauchverbot.;inconsistent
1076;Die Lieferanten sind aufgefordert, Notfallpläne auszuarbeiten, um im Notfall die Lieferfähigkeit abzusichern.;Die Lieferanten sind aufgefordert, Notfallpläne auszuarbeiten (z. B. für den Fall einer Unterbrechung der Strom-, Gas- oder Wasserversorgung, bei Personalmangel oder bei Ausfall wichtiger Maschinen und Anlagen oder bei Rücksendungen ), um im Notfall die Lieferfähigkeit der Mustermann AG ausreichend abzusichern.;neutral
1077;Gültigkeit: Der Arbeitserlaubnisschein ist für eine definierte Arbeitsstelle für einen begrenzten Zeitraum unter Angabe von Datum und Uhrzeit – in der Regel für maximal 24 Stunden – auszustellen.;Der Arbeitserlaubnisschein ist für eine definierte Arbeitsstelle für einen begrenzten Zeitraum unter Angabe von Datum und Uhrzeit – i.d.R. für maximal 24 Stunden – auszustellen.;neutral
1078;Sicherheitsrelevant sind Bauteile oder Systeme, deren Fehlerhaftigkeit oder Ausfall eine unmittelbare Gefahr für Leib und Leben der Verkehrsteilnehmer zur Folge haben kann.;Sicherheitsrelevant sind Bauteile oder Systeme, deren Fehlerhaftigkeit oder Ausfall zu einer unmittelbaren Gefahr für Leib und Leben der Verkehrsteilnehmer führen kann.;neutral
1079;Lässt sich im Falle eines Produktfehlers eine Gefahr für Leben und Gesundheit durch den Gebrauch des Produktes nicht ausschließen, muss der Lieferant mit allen Mitteln fehlerhafte Lieferungen vermeiden.;Lässt sich im Falle eines Produktfehlers eine Gefahr für Leben und Gesundheit durch den Gebrauch des Produktes nicht ausschließen, muss der Partner mit allen Mitteln fehlerhafte Lieferungen vermeiden.;not_related
1080;Der Bereich Zählsysteme ist zuständig für den Betrieb und die Instandhaltung der zähltechnischen Einrichtungen und trägt die Verantwortung für die Funktion und den betriebssicheren Zustand der Geräte.;Der Bereich Zählsysteme ist zuständig für die Instandhaltung der zähltechnischen Einrichtungen in 110-kV und MSP-Anlagenteilen in Umspannwerken und trägt die Verantwortung für die Funktion und den betriebssicheren Zustand dieser Geräte.;inconsistent
1081;Sofern die Anschaffung von Ladungsträgern durch die Mustermann AG erfolgt, erhebt die Mustermann AG für die Nutzung der Ladungsträger durch den Lieferanten ein Nutzungsentgelt.;Sofern Ladungsträger durch die Mustermann AG zur Verfügung gestellt werden, erhebt die Mustermann AG für die Nutzung der Ladungsträger durch den Lieferanten ein Nutzungsentgelt.;neutral
1082;Der Lieferant verpflichtet sich, sämtliche Anforderungen dieses Handbuchs auch an seine Subunternehmer zu übertragen.;Zusätzlich muss der Lieferant alle anderen Anforderungen dieses Handbuchs erfüllen.;not_related
1083;Sollten im Rahmen der Eingangsuntersuchung oder zu einem späteren Zeitpunkt Mängel an zugelieferten Produkten, Teilen oder Leistungen entdeckt werden, werden wir den Zulieferer jeweils unverzüglich informieren.;Sollten im Rahmen der Eingangsuntersuchung oder zu einem späteren Zeitpunkt Mängel an zugelieferten Produkten, Teilen oder Leistungen entdeckt werden, werden wir den Zulieferer jeweils unverzüglich in Form einer Mängelrüge informieren.;inconsistent
1084;Die AEB haben grundsätzlich Gültigkeit bei Bestellungen / Lieferungen und sind bindend, auch neben dem Abschluss von sonstigen Verträgen.;Die AEB haben grundsätzlich Gültigkeit bei Bestellung / Lieferung und sind bindend.;inconsistent
1085;Alle Mitarbeitende tragen Verantwortung dafür, dass personenbezogene Daten vor dem unberechtigten Zugriff durch Dritte geschützt sind und die notwendigen Vorsichtsmaßnahmen getroffen werden, um eine unbefugte Nutzung zu verhindern.;Alle Beschäftigten tragen Verantwortung dafür, dass personenbezogene Daten vor dem unberechtigten Zugriff durch Dritte geschützt sind und die notwendigen Vorsichtsmaßnahmen getroffen werden, um eine unbefugte Nutzung zu verhindern.;neutral
